"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"REACTOME_MRNA_3_END_PROCESSING","REACTOME_MRNA_3_END_PROCESSING",59,0.644315105416323,1.7912766156881,6.30296579224207e-05,0.00176658124565896,0.00111580655089498,1130,"tags=49%, list=18%, signal=41%","YBX1/DDX39B/SRRT/TRA2B/SNRPA/GTF2F2/NUDT21/HNRNPF/HNRNPA2B1/MAGOHB/HNRNPA1/MAGOH/RBM39/RPS27A/HNRNPD/NCBP1/UBB/SNRPF/SF3B6/THOC1/HNRNPK/SRSF7/PUF60/SNRPA1/PCBP1/POLR2E/CSTF1/RBM17/HNRNPM",0.538434096309916
"REACTOME_RIBOSOME_ASSOCIATED_QUALITY_CONTROL","REACTOME_RIBOSOME_ASSOCIATED_QUALITY_CONTROL",50,0.658522337211026,1.78256007986091,0.00010965981832593,0.00276616891727158,0.00174716526984435,1234,"tags=52%, list=19%, signal=42%","RPL5/PSMB2/RPL12/PSMA2/RPL30/RPL26L1/VCP/RPS20/RPS25/PSMA7/RPS27A/PSMB1/PSMD11/RPS19/RPL11/RPS3/RPLP2/PSMC3/UBB/PSMB4/PSMA4/UBE2D2/RPS4X/PSMD7/RPS14/RPS12",0.538434096309916
"REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION","REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION",18,0.792483998251335,1.7824222046859,0.000394264685893536,0.00723296487393778,0.0045684791506561,913,"tags=72%, list=14%, signal=62%","FGG/F5/SERPINA5/F13B/SERPINC1/CD177/F10/PRTN3/SERPIND1/F8/SERPINE2/PROC/PROS1",0.49849310876659
"REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION","REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION",32,0.69876461536311,1.77207516798408,0.00042275144579862,0.00748344225983873,0.00472668546509882,1234,"tags=53%, list=19%, signal=43%","RPL5/RPL12/HSP90AA1/RPL30/GTF2F2/RPL26L1/RPS20/RPS25/RPS27A/RPS19/RPL11/RPS3/RPLP2/POLR2E/RPS4X/RPS14/RPS12",0.49849310876659
"REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS","REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS",40,0.67879838327973,1.7713004057629,0.000344358279777495,0.0064343982276943,0.00406408916157732,666,"tags=45%, list=10%, signal=41%","HP/COL3A1/SAA1/APOE/HPX/APOL1/APOA1/FTL/AMBP/HSP90AA1/HSP90B1/S100A9/CD5L/ALB/SCARF1/APOB/HYOU1/COL1A1",0.49849310876659
"REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS","REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS",18,0.786959534182087,1.7699968087817,0.000536033595943529,0.00858504600487335,0.00542247948998193,1077,"tags=67%, list=17%, signal=56%","RBBP4/HDAC2/H2BC26/BCL7A/H3C1/UBE2I/H2BC21/SUMO2/H2BC12/ARID1A/TRIM28/EHMT2",0.477270815362862
"REACTOME_TRANSLATION","REACTOME_TRANSLATION",129,0.577219013884405,1.76628207109925,5.61699464180444e-06,0.000246415112764377,0.000155640504923087,1278,"tags=40%, list=20%, signal=32%","RPL5/PSMB2/RPL12/WARS1/PSMA2/YARS1/EIF4E/PPA1/RPL30/GARS1/TARS1/EIF2S1/HARS1/EEF1D/EIF4G1/KARS1/RPN1/RPL26L1/VCP/AARS1/RPS20/RPS25/PSMA7/DARS1/RPS27A/PSMB1/MRPL32/PSMD11/RPS19/RPL11/EEF1A1/RPS3/TRMT112/RPLP2/PSMC3/NARS1/UBB/PSMB4/PSMA4/UBE2D2/RPS4X/EIF4A2/DARS2/EIF3G/PSMD7/RPS14/EEF1E1/RPS12/SRP19/EEF1G/AIMP1",0.610526878385931
"REACTOME_RIBOSOME_QUALITY_CONTROL_RQC_COMPLEX_EXTRACTS_AND_DEGRADES_NASCENT_PEPTIDE","REACTOME_RIBOSOME_QUALITY_CONTROL_RQC_COMPLEX_EXTRACTS_AND_DEGRADES_NASCENT_PEPTIDE",35,0.680537024275728,1.76564410872364,0.000731630017711842,0.0108560983510478,0.00685691965032768,977,"tags=51%, list=15%, signal=44%","RPL5/PSMB2/RPL12/PSMA2/RPL30/RPL26L1/VCP/PSMA7/RPS27A/PSMB1/PSMD11/RPL11/RPLP2/PSMC3/UBB/PSMB4/PSMA4/UBE2D2",0.477270815362862
"REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION","REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION",17,0.77946277735777,1.76408808042154,0.000718320578503747,0.0108560983510478,0.00685691965032768,792,"tags=59%, list=12%, signal=52%","WARS1/YARS1/PPA1/GARS1/TARS1/HARS1/KARS1/AARS1/DARS1/NARS1",0.477270815362862
"REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE","REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE",30,0.71073791710909,1.76236024752574,0.000504197346460695,0.00843961030239908,0.0053306195147028,1249,"tags=53%, list=20%, signal=43%","RPL5/RPL12/RPL30/RPN1/RPL26L1/RPS20/RPS25/RPS27A/RPS19/RPL11/RPS3/RPLP2/RPS4X/RPS14/RPS12/SRP19",0.477270815362862
"REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA","REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA",57,0.639440057209863,1.75537746677549,0.00013590393581568,0.00334456271312246,0.00211248986954408,1162,"tags=33%, list=18%, signal=27%","ISG15/SAA1/UBA7/DHX58/RIGI/S100A12/HSP90AA1/HSP90AB1/CREBBP/IFIH1/CYLD/RPS27A/UBE2L6/NKIRAS1/UBB/UBE2D2/NFKB1/HERC5/HMGB1",0.518848077743792
"REACTOME_SARS_COV_2_HOST_INTERACTIONS","REACTOME_SARS_COV_2_HOST_INTERACTIONS",92,0.603570533453057,1.75367782635063,2.17552365092738e-05,0.000813001245846564,0.000513507158660566,1035,"tags=34%, list=16%, signal=29%","ISG15/STAT1/RIGI/SMN1/B2M/IL17RA/HSP90AA1/HLA-G/G3BP2/HSP90AB1/CREBBP/KPNA2/IFIH1/RPS20/RPS25/YWHAB/HLA-C/RPS27A/YWHAZ/RPS19/YWHAG/RPS3/AKT3/UBB/GEMIN7/SNRPF/SFN/TLR2/MAP1LC3B/TLR1/RPS4X",0.575610261071129
